index	text	labels	sentiment	review_len
2489	the otherwise good-naturedness of mr . deeds , with its embrace of sheer goofiness and cameos of less- than-likely new york celebrities . . . certainly raises the film above anything sandler's been attached to before .	1	positive	37
62	disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .	1	positive	24
6927	needless to say , the dramatics that follow are utter hooey .	0	negative	12
7680	should have been worth cheering as a breakthrough but is devoid of wit and humor .	0	negative	16
2934	topics that could make a sailor blush - but lots of laughs .	1	positive	13
4954	a well made indieflick in need of some trims and a more chemistry between its stars .	0	negative	17
7944	this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '	0	negative	38
7468	the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface .	0	negative	24
6924	a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones .	0	negative	34
8333	a 'girls gone wild' video for the boho art-house crowd , the burning sensation isn't a definitive counter-cultural document -- its makers aren't removed and inquisitive enough for that .	0	negative	30
4153	a film that will enthrall the whole family .	1	positive	9
210	at its best early on as it plays the culture clashes between the brothers .	1	positive	15
4136	a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .	1	positive	15
1264	it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel .	1	positive	22
1150	the second coming of harry potter is a film far superior to its predecessor . a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .	1	positive	37
7302	unfortunately , the picture failed to capture me . i found it slow , drab , and bordering on melodramatic .	0	negative	21
669	has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .	1	positive	28
7318	like a documentary version of fight club , shorn of social insight , intellectual pretension and cinematic interest .	0	negative	19
7581	it's tough being a black man in america , especially when the man has taken away your car , your work-hours and denied you health insurance .	0	negative	27
6742	the ill-conceived modern-day ending falls flat where it should deliver a moral punch .	0	negative	14
2459	k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia .	1	positive	38
7950	a cross between blow and boyz n the hood , this movie strives to be more , but doesn't quite get there . good performances keep it from being a total rehash .	0	negative	33
1176	if your taste runs to 'difficult' films you absolutely can't miss it .	1	positive	13
3291	often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself .	1	positive	21
543	suffers from unlikable characters and a self-conscious sense of its own quirky hipness .	0	negative	14
172	by its modest , straight-ahead standards , undisputed scores a direct hit .	1	positive	13
8462	what's next ? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ?	0	negative	23
4918	writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half . '	0	negative	20
6121	better to just call it abc kiarostami . for aids and africa are nothing more than part of the scenery .	0	negative	21
501	this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential	1	positive	35
3979	. . . the story , like ravel's bolero , builds to a crescendo that encompasses many more paths than we started with .	1	positive	24
3757	this isn't exactly profound cinema , but it's good-natured and sometimes quite funny .	1	positive	14
7497	for all the time we spend with these people , we never really get inside of them .	0	negative	18
467	a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane .	1	positive	21
4793	given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .	0	negative	27
3612	[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up .	1	positive	29
4603	it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .	0	negative	19
4435	you might be shocked to discover that seinfeld's real life is boring .	0	negative	13
6787	will probably stay in the shadow of its two older , more accessible qatsi siblings .	0	negative	16
2323	ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese 'cultural revolution . '	1	positive	27
7326	john leguizamo may be a dramatic actor -- just not in this movie .	0	negative	14
5593	the movie doesn't think much of its characters , its protagonist , or of us .	0	negative	16
897	nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .	1	positive	30
2568	talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it's hard to stop watching .	1	positive	34
6939	director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you'll find on a french poodle .	0	negative	40
3384	griffin & co . manage to be spectacularly outrageous .	1	positive	10
6069	director uwe boll and the actors provide scant reason to care in this crude '70s throwback .	0	negative	17
406	the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor .	1	positive	19
994	[howard] so good as leon barlow . . . that he hardly seems to be acting .	1	positive	17
6632	julia is played with exasperating blandness by laura regan .	0	negative	10
2135	though not for everyone , the guys is a somber trip worth taking .	1	positive	14
7609	as a director , eastwood is off his game -- there's no real sense of suspense , and none of the plot 'surprises' are really surprising .	0	negative	27
2658	( rises ) above its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism .	1	positive	26
5771	nicks , seemingly uncertain what's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy .	0	negative	26
4761	the jokes are flat , and the action looks fake .	0	negative	11
6266	scorsese doesn't give us a character worth giving a damn about .	0	negative	12
2979	this is christmas future for a lot of baby boomers .	1	positive	11
1482	the sort of film that makes me miss hitchcock , but also feel optimistic that there's hope for popular cinema yet .	1	positive	22
3972	that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .	1	positive	40
1050	nothing's at stake , just a twisty double-cross you can smell a mile away--still , the derivative nine queens is lots of fun .	1	positive	24
6345	soul is what's lacking in every character in this movie and , subsequently , the movie itself .	0	negative	18
4184	a terrific date movie , whatever your orientation .	1	positive	9
3145	takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms .	1	positive	34
7949	all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .	0	negative	27
5909	oh come on . like you couldn't smell this turkey rotting from miles away .	0	negative	15
6445	de niro and mcdormand give solid performances , but their screen time is sabotaged by the story's inability to create interest .	0	negative	22
336	the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .	1	positive	27
2962	that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .	1	positive	19
8214	wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .	0	negative	27
1092	an infectious cultural fable with a tasty balance of family drama and frenetic comedy .	1	positive	15
1986	as satisfyingly odd and intriguing a tale as it was a century and a half ago . . . has a delightfully dour , deadpan tone and stylistic consistency .	1	positive	30
3709	fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .	1	positive	31
4269	a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .	0	negative	15
960	diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused .	0	negative	30
8502	this movie is about the worst thing chan has done in the united states .	0	negative	15
7062	only a few minutes elapse before the daddy of all slashers arrives , still with the boiler suit and white mask , which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry .	0	negative	43
4099	this one is strictly a lightweight escapist film .	1	positive	9
1220	having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .	1	positive	29
6083	this isn't even madonna's swept away . this is her blue lagoon .	0	negative	13
4906	a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set .	0	negative	16
4434	director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two .	0	negative	24
6451	the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly -stunning insight that crime doesn't pay .	0	negative	25
1596	a literary detective story is still a detective story and aficionados of the whodunit won't be disappointed .	1	positive	18
1826	an inventive , absorbing movie that's as hard to classify as it is hard to resist .	1	positive	17
197	""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """	1	positive	38
6900	the reason i found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory .	0	negative	33
2111	[there's] quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin .	1	positive	21
4498	bisset delivers a game performance , but she is unable to save the movie .	0	negative	15
4680	the cumulative effect of the movie is repulsive and depressing .	0	negative	11
2249	a culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling american in europe .	1	positive	27
2237	a raunchy and frequently hilarious follow-up to the gifted korean american stand-up's i'm the one that i want .	1	positive	19
7030	yes , 4ever is harmless in the extreme and it'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to spirited away ?	0	negative	38
7108	to enjoy this movie's sharp dialogue and delightful performance by jolie and burns , you have to gloss over the no sense ending .	0	negative	24
185	one of the best , most understated performances of [jack nicholson's] career .	1	positive	13
5134	feels at times like a giant commercial for universal studios , where much of the action takes place .	0	negative	19
6962	looks like a high school film project completed the day before it was due .	0	negative	15
6589	great story , bad idea for a movie .	0	negative	9
937	an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st . petersburg's hermitage museum .	1	positive	29
6527	both stars manage to be funny , but , like the recent i spy , the star chemistry begs the question of whether random gags add up to a movie .	0	negative	31
6989	an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .	0	negative	23
2039	informative , intriguing , observant , often touching . . . gives a human face to what's often discussed in purely abstract terms .	1	positive	24
796	"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought ."	0	negative	43
3091	a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .	1	positive	19
1755	even if you don't know the band or the album's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century .	1	positive	42
526	a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .	1	positive	18
658	. . little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .	0	negative	28
5028	the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .	0	negative	31
8250	i've seen some bad singer-turned actors , but lil bow wow takes the cake .	0	negative	15
403	an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief .	1	positive	21
2251	the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism .	1	positive	19
2749	an extremely funny , ultimately heartbreaking look at life in contemporary china .	1	positive	13
932	frailty isn't as gory or explicit . but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .	1	positive	27
6054	the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .	0	negative	21
56	williams absolutely nails sy's queasy infatuation and overall strangeness .	1	positive	10
4216	the film's appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth .	1	positive	31
358	if no one singles out any of these performances as award-worthy , it's only because we would expect nothing less from this bunch .	1	positive	24
1985	a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one's actions .	1	positive	22
1111	it's refreshing to see a girl-power movie that doesn't feel it has to prove anything .	1	positive	16
6346	a one-trick pony whose few t&a bits still can't save itself from being unoriginal , unfunny and unrecommendable .	0	negative	19
1598	if you're a fan of the series you'll love it and probably want to see it twice . i will be .	1	positive	22
3668	takes a simple premise and carries it to unexpected heights .	1	positive	11
4843	kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . )	0	negative	26
5700	the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .	0	negative	17
5974	a perplexing example of promise unfulfilled , despite many charming moments .	0	negative	12
7892	sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?	0	negative	19
819	the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .	1	positive	24
4421	an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .	0	negative	39
348	an unbelievably fun film just a leading man away from perfection .	1	positive	12
7602	kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .	0	negative	21
7737	just a kiss wants desperately to come off as a fanciful film about the typical problems of average people . but it is set in a world that is very , very far from the one most of us inhabit .	0	negative	41
773	at its best , the good girl is a refreshingly adult take on adultery . . .	1	positive	17
327	hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .	1	positive	19
3653	the powerpuff girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .	1	positive	20
1124	leigh's film is full of memorable performances from top to bottom .	1	positive	12
7528	its inescapable absurdities are tantamount to insulting the intelligence of anyone who hasn't been living under a rock ( since sept . 11 ) .	0	negative	25
5334	sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation .	0	negative	30
7834	the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter .	0	negative	16
5048	i felt trapped and with no obvious escape for the entire 100 minutes .	0	negative	14
433	the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .	1	positive	19
757	rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic .	0	negative	18
2999	demonstrates the unusual power of thoughtful , subjective filmmaking .	1	positive	10
778	desta vez , columbus capturou o pomo de ouro .	1	positive	10
954	thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .	1	positive	28
641	with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .	0	negative	25
167	remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .	1	positive	30
3222	it's a ripper of a yarn and i for one enjoyed the thrill of the chill . naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .	1	positive	36
982	without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen .	1	positive	22
6707	a long slog for anyone but the most committed pokemon fan .	0	negative	12
845	in terms of execution this movie is careless and unfocused .	0	negative	11
7234	though certainly original in form , altar boys requires a taste for swamp thing-type animation , doubled with a deafening score .	0	negative	22
7168	a morality tale whose thought-provoking potential is hampered by a made-for-tv look , rigid performances and an asinine 'twist' that brazenly rips off the sixth sense .	0	negative	27
2311	the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .	1	positive	24
6399	flashy , pretentious and as impenetrable as morvern's thick , working-class scottish accent .	0	negative	14
5289	anemic chronicle of money grubbing new yorkers and their serial loveless hook ups .	0	negative	14
6590	with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .	0	negative	27
2888	el título no engaña : la película narra una historia donde una mujer enfrentará cierta realidad , y donde el sexo es . . .	1	positive	25
1015	true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .	0	negative	28
1248	a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear .	1	positive	28
6488	the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun  toward the end , you can feel your veins cringing from the workout .	0	negative	35
6387	when it's all wet , blue crush is highly enjoyable . when it's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .	0	negative	29
6167	whereas last year's exemplary sexy beast seemed to revitalize the british gangster movie , this equally brutal outing merely sustains it .	0	negative	22
2949	it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .	1	positive	22
4017	there is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .	1	positive	26
5460	wes craven's presence is felt ; not the craven of 'a nightmare on elm street' or 'the hills have eyes , ' but the sad schlock merchant of 'deadly friend . '	0	negative	32
4611	wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .	0	negative	24
8040	ken russell would love this . in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout  and meat loaf explodes .	0	negative	32
2621	terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english , it's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .	1	positive	37
5782	his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .	0	negative	25
7554	despite hoffman's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .	0	negative	27
7767	like an afterschool special with costumes by gianni versace , mad love looks better than it feels .	0	negative	18
5406	the movie ends with outtakes in which most of the characters forget their lines and just utter 'uhhh , ' which is better than most of the writing in the movie .	0	negative	32
1584	the production has been made with an enormous amount of affection , so we believe these characters love each other .	1	positive	21
2976	creeps you out in high style , even if nakata did it better .	1	positive	14
312	spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are .	1	positive	46
6192	the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts .	0	negative	18
6866	the title's lameness should clue you in on how bad the movie is .	0	negative	14
7478	i'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment . there's got to be a more graceful way of portraying the devastation of this disease .	0	negative	30
3795	cage makes an unusual but pleasantly haunting debut behind the camera .	1	positive	12
266	an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy	1	positive	23
7451	this story of unrequited love doesn't sustain interest beyond the first half-hour .	0	negative	13
3577	that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .	1	positive	31
133	[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .	1	positive	17
7839	its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .	0	negative	26
1336	by the end of the movie , you're definitely convinced that these women are spectacular .	1	positive	16
861	aptly named , this shimmering , beautifully costumed and filmed production doesn't work for me .	0	negative	16
5043	the heedless impetuousness of youth is on full , irritating display in [this] meandering and pointless french coming-of-age import from writer-director anne-sophie birot .	0	negative	24
6663	can't kick about the assembled talent and the russos show genuine promise as comic filmmakers . still , this thing feels flimsy and ephemeral .	0	negative	25
1246	this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .	1	positive	26
8133	the mushy finale turns john q into a movie-of-the-week tearjerker .	0	negative	11
1291	worth watching for dong jie's performance -- and for the way it documents a culture in the throes of rapid change .	1	positive	22
4792	empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either .	0	negative	25
497	insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through .	1	positive	36
1153	seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .	1	positive	25
6516	"not every animated film from disney will become a classic , but forgive me if i've come to expect more from this studio than some 79-minute after-school "" cartoon "" ."	0	negative	31
3062	the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers .	1	positive	18
7491	the movie's major and most devastating flaw is its reliance on formula , though , and it's quite enough to lessen the overall impact the movie could have had .	0	negative	30
492	as shaky as the plot is , kaufman's script is still memorable for some great one-liners .	1	positive	17
5300	the movie has a script ( by paul pender ) made of wood , and it's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .	0	negative	30
187	those outside show business will enjoy a close look at people they don't really want to know .	1	positive	18
256	it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes .	1	positive	20
8402	godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess . . . in praise of love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating .	0	negative	37
4744	a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .	0	negative	18
5188	pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .	0	negative	17
397	one hour photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight .	1	positive	26
5624	it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .	0	negative	15
143	like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .	1	positive	38
1271	by candidly detailing the politics involved in the creation of an extraordinary piece of music , [jones] calls our attention to the inherent conflict between commerce and creativity .	1	positive	29
6301	a clutchy , indulgent and pretentious travelogue and diatribe against . . . well , just stuff . watching scarlet diva , one is poised for titillation , raw insight or both . instead , we just get messy anger , a movie as personal therapy .	0	negative	47
6510	feels like one of those contrived , only-in -hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk .	0	negative	26
6135	coughs and sputters on its own postmodern conceit .	0	negative	9
3356	a cultural wildcard experience : wacky , different , unusual , even nutty .	1	positive	14
399	a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully .	1	positive	30
6226	the movie fails to live up to the sum of its parts .	0	negative	13
3403	brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .	1	positive	28
27	. . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .	1	positive	35
6091	. . . the movie is just a plain old monster .	0	negative	12
8401	no matter how you slice it , mark wahlberg and thandie newton are not hepburn and grant , two cinematic icons with chemistry galore .	0	negative	25
649	adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .	0	negative	40
2258	you just know something terrible is going to happen . but when it does , you're entirely unprepared .	1	positive	19
6028	stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .	0	negative	20
3159	excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama .	1	positive	14
8237	deep down , i realized the harsh reality of my situation : i would leave the theater with a lower i . q . than when i had entered .	0	negative	30
5122	whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .	0	negative	17
810	earns its laughs from stock redneck 'types' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .	1	positive	29
1642	adaptation is intricately constructed and in a strange way nails all of orlean's themes without being a true adaptation of her book .	1	positive	23
436	an energetic and engaging film that never pretends to be something it isn't .	1	positive	14
7297	sheridan . . . smoothes over sources of conflict that could have lent the film a bit more depth .	0	negative	20
503	this version's no classic like its predecessor , but its pleasures are still plentiful .	1	positive	15
7617	be forewarned , if you're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .	0	negative	27
6618	. . . too slow , too boring , and occasionally annoying .	0	negative	13
6870	it's a movie forged in the fires of chick flick hell .	0	negative	12
8438	not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .	0	negative	30
802	where the film falters is in its tone .	0	negative	9
7287	about as cutting-edge as pet rock : the movie .	0	negative	10
1568	a terrific b movie -- in fact , the best in recent memory .	1	positive	14
606	slap her - she's not funny ! no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .	0	negative	37
1043	no one goes unindicted here , which is probably for the best . and if you're not nearly moved to tears by a couple of scenes , you've got ice water in your veins .	1	positive	35
7439	'sophisticated' viewers who refuse to admit that they don't like it will likely call it 'challenging' to their fellow sophisticates .	0	negative	21
1464	more romantic , more emotional and ultimately more satisfying than the teary-eyed original .	1	positive	14
5007	the movie would seem less of a trifle if ms . sugarman followed through on her defiance of the saccharine .	0	negative	21
928	this feature is about as necessary as a hole in the head	0	negative	12
3037	murder by numbers' isn't a great movie , but it's a perfectly acceptable widget .	1	positive	15
3375	a difficult but worthy film that bites off more than it can chew by linking the massacre of armenians in 1915 with some difficult relationships in the present .	1	positive	29
6199	as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting .	0	negative	23
1756	the solid filmmaking and convincing characters makes this a high water mark for this genre .	1	positive	16
2122	brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .	1	positive	20
269	it's solid and affecting and exactly as thought-provoking as it should be .	1	positive	13
3191	an intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .	1	positive	18
1704	cineasts will revel in those visual in-jokes , as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement .	1	positive	36
2814	there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	1	positive	41
1017	the plot is paper-thin and the characters aren't interesting enough to watch them go about their daily activities for two whole hours .	0	negative	23
